Title,Place,Job_type,Department,Date,Overall_rating,work_life_balance,skill_development,salary_and_benefits,job_security,career_growth,work_satisfaction,Likes,Dislikes
Senior Engineer,"Nagpur, Maharashtra",Full Time,Service Delivery Department,0 Jan 2023,5.0,4.0,5.0,4.0,5.0,5.0,5.0,Good working environment,Nothing to write
Senior Engineer,Gurgaon/Gurugram,Full Time,Enterprise & B2B Sales Department,9 Jan 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Great people to work with,Not working with it earlier
Safety Incharge,"Chennai, Tamil Nadu",Full Time,Accounting & Taxation Department,8 Apr 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,A kind of hope,No
Electrical Supervisor,Mumbai,Full Time,"Operations, Maintenance & Support Department",5 Apr 2023,4.0,4.0,5.0,3.0,4.0,4.0,3.0,"Talented staff , fabulous work environment",Salary and appraisal
Senior Territory Manager,"Hyderabad/Secunderabad, Telangana",Full Time,Retail & B2C Sales Department,1 Jan 2023,3.0,1.0,1.0,3.0,1.0,3.0,1.0,Other expenses,Work life zero
Service Engineer 1,"Kochi, Kerala",Full Time,Construction Engineering Department,9 Dec 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Inorder to handle/service all the HVAC brand you have to work with bluestar.,Work pressure is little more.
Treasury Executive,"Mumbai, Maharashtra",Full Time,Accounting & Taxation Department,8 Dec 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Good company
Good work life balance",Nothing
Worker,"Sirmaur, Himachal Pradesh",Full Time,"Operations, Maintenance & Support Department",1 Feb 2023,5.0,5.0,5.0,4.0,3.0,5.0,4.0,"Any work,this is a good work","Nothing,Not a permanent system"
Safety Officer,"Dadra & Nagar Haveli/Silvassa, Dadra & Nagar Haveli",Full Time,Safety officer  Department,7 Dec 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I would like the Blue Star LTD is best company for the employee,No dis like
Shift Incharge,"Ahmedabad, Gujarat",Full Time,"Operations, Maintenance & Support Department",0 Feb 2023,5.0,3.0,3.0,2.0,3.0,3.0,1.0,Very disopointing,Very dislike and disopointing
Chiller Technician,"Kolkata, West Bengal",Full Time,ACPD Department,0 Nov 2022,4.0,4.0,4.0,4.0,3.0,4.0,4.0,Blue star is a brand & world leading air conditioning & refrigeration company.,I don't dislike the blue star.
GM-Electronics & Electricals-R&D,"Thane, Maharashtra",Full Time,Hardware Department,1 Jan 2023,4.0,3.0,2.0,3.0,1.0,4.0,2.0,Company working culture,Promotion policies
Senior Engineer,"Hyderabad/Secunderabad, Telangana",Full Time,Construction Engineering Department,2 Oct 2022,4.0,2.0,4.0,3.0,3.0,4.0,3.0,You can learn alot about technical and other project management aspects. It will give you a good experience out of worst work situations.,"You need to work very hard . There are no proper timings. That will give you a worst experience. But you know if you survive worst, you can deal any situation easily."
Marketing Manager,"Gurgaon/Gurugram, Haryana",Full Time,Marketing Department,2 Dec 2022,5.0,3.0,3.0,3.0,5.0,3.0,4.0,No hierarchy as in you can approach anyone,Sometimes your supervisor is less qualified than you.
Senior Engineer,"Chandigarh, Chandigarh",Full Time,Construction Engineering Department,8 Feb 2023,3.0,3.0,3.0,4.0,4.0,3.0,4.0,HR policy,Work life balance
Hvac Technician,"Hyderabad/Secunderabad, Telangana",Full Time,,4 Dec 2022,5.0,1.0,2.0,5.0,3.0,2.0,1.0,Not here any hard work.,Sallery issue  here too much
Safety Officer,"Chennai, Tamil Nadu",Full Time,Construction Engineering Department,4 Dec 2022,3.0,3.0,3.0,3.0,2.0,3.0,2.0,Normal conditions,Working time and site conditions areas
Project Planning Engineer,"Hyderabad/Secunderabad, Telangana",Full Time,Engineering Department,0 Feb 2023,5.0,5.0,5.0,5.0,5.0,5.0,2.0,Overall work culture,Timing
Deputy Mechanical Project Manager,"Mumbai Suburban, Maharashtra",Full Time,Construction Engineering Department,7 Mar 2023,5.0,4.0,4.0,3.0,4.0,5.0,3.0,Company culture and values is at par than most of the global leaders.,Salary
Quality Engineer,Khanivali,Full Time,,1 Nov 2022,5.0,5.0,5.0,3.0,4.0,5.0,3.0,The work culture there is very good. It is all very supportive. Got to learn a lot.Those who have just graduated will get good experience from there.,"There is a contract of 3 years, who work on the jobline and not even the salary increases, whoever is on their contract."
Qa Manager,"Chandigarh, Chandigarh",Full Time,Engineering Department,6 Feb 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Everything,None .. .. .. ..
Safety Officer,Mumbai,Full Time,Community Health & Safety Department,7 Mar 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Best company,No comments
Service Engineer,"Jaipur, Rajasthan",Full Time,Service Delivery Department,5 Jan 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Working style and new innovations,Nil
Hvac Site Engineer,Gurgaon/Gurugram,Full Time,Construction / Manufacturing Department,3 Feb 2023,5.0,4.0,5.0,4.0,3.0,5.0,3.0,Company culture,No dislike till now
Civil Site Engineer,"Bhubaneswar, Odisha",Contractual,Construction Engineering Department,9 Dec 2022,4.0,4.0,4.0,4.0,3.0,4.0,4.0,I am agree with this JOB,Fooding &bike not provide for company
Sr. Executive - Commercial,Delhi,Full Time,Finance Department,3 Oct 2022,5.0,4.0,4.0,5.0,4.0,5.0,4.0,Good environment at office and salary benefits are also good for employees,"Culture, Facilities, HR policies, Peoples, Work environment"
Service Delivery Engineer,"Kolkata, West Bengal",Part Time,Service Delivery Department,7 Oct 2022,4.0,3.0,4.0,4.0,4.0,5.0,4.0,Nothing so much to say about dislikes,This company is very good and encourage me
Assistant Affiliate Marketing Manager,"New Delhi, Delhi",Full Time,,7 Dec 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,This company is strict,Work culture
Hvac Engineer,Mumbai,Full Time,Construction Engineering Department,7 Dec 2022,5.0,5.0,5.0,3.0,2.0,5.0,2.0,Timings on region basis,It's a great place to work
Deputy Manager - HR And Admin,HP,Full Time,HR Operations Department,4 Jan 2023,5.0,5.0,5.0,5.0,3.0,5.0,4.0,No comments,Very good
Supervisor And Technician,"Mumbai, Maharashtra",Full Time,Construction Engineering Department,7 May 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very good company,Skill Development programs and work life balance
Regional Sales Manager,"Mumbai, Maharashtra",Full Time,Enterprise & B2B Sales Department,3 Dec 2022,4.0,5.0,5.0,4.0,4.0,5.0,4.0,Nothing much,"Training and capacity building program 
Compensation"
Sr Engineer Trainee,"Kolkata, West Bengal",,,1 Jul 2022,1.0,1.0,3.0,3.0,1.0,1.0,1.0,"Very Bad company attitude and behaviour of the senior staff.When I was joined in Blue Star in March 2010 this time Manager was MR DEBASISH MONDAL who is very inhuman in nature. His attitude and behaviour towards Graduate Engineer is very arrogant and dominating.He insulted in almost every time without any proper reason.Due to this manager I am resigned without any job in my hand. Pls don’t join this organisation. 
Regards 
S Karmakar...Read More",Employee facilities are excellent.👍
Senior Engineer,"Solan, Himachal Pradesh",,Engineering Department,8 Dec 2022,4.0,5.0,4.0,5.0,4.0,3.0,4.0,All are good.,
General Manager,"Mumbai, Maharashtra",Full Time,Enterprise & B2B Sales Department,8 Nov 2022,4.0,4.0,4.0,3.0,5.0,4.0,4.0,Varied Exposure to Different roles,Employee Motivation at various levels
Assistant Manager,Jasola New Delhi,Full Time,UPSD Department,9 Aug 2022,3.0,1.0,2.0,2.0,3.0,2.0,2.0,Reimbursements are cleared on timely basis,"No work life balance
Increment is very poor
Internal system is very poor and Company's expectations are very high
Politics remains a major factor of job loss for polite and hard working individuals"
Assistant Manager,"Hyderabad/Secunderabad, Telangana",Full Time,Construction Engineering Department,8 Dec 2022,5.0,4.0,5.0,5.0,5.0,5.0,5.0,Company culture and ambience,Nothing
"Regional Manager-WR And ER , Resource Management Group For MEP.","Mumbai, Maharashtra",Full Time,EMPG Department,8 Oct 2022,5.0,4.0,5.0,4.0,5.0,5.0,4.0,Company Culture and market value,Low access to top management to express our Points related to justification or clarification.
Project Engineer,Mumbai,Full Time,Construction Engineering Department,4 Feb 2023,4.0,4.0,4.0,4.0,5.0,4.0,4.0,Gd in all prospect of job,Nothing to unlike about it
Executive Spare Parts HVAC,Lucknow,Full Time,,2 Sep 2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,None,"People in management make fake promises, also they are not intended to work just apart from satisfying their ego. Either no process is available for the work, or superiors just want to manipulate as they like."
Senior Safety Officer,"Apollo Tyres Ltd,  Green Field Project,tada,andhra Pradesh",Full Time,health & safety officer Department,7 Jul 2022,2.0,1.0,1.0,1.0,1.0,1.0,1.0,nothing,"Am working in eastern region Kolkata division here working staff's are only supported his own languages people's, am never ever seen friendly working culture this division , Worst compensation provided for off role staff's, this Kolkata division treated other language  peoples like as some type's of other planet peoples, here no facilities are not provided for other language people's, worst management team poor working culture, zero personal growth and future,  my personal experience &  request don't join this division or organization,...Read More"
Accounts Officer   (working remotely),,Full Time,3.8 lakhs Department,9 Dec 2022,4.0,4.0,3.0,4.0,4.0,1.0,3.0,Accountant. Tally Excel cash entry stock purshes sales journal for all entry i doing in my best,No idea sorry
Assistant Manager,"Mumbai, Maharashtra",Full Time,Enterprise & B2B Sales Department,3 Feb 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Employee friendly,Low carrier growth
Rso,Indore,,Retail & B2C Sales Department,4 Nov 2022,4.0,5.0,5.0,3.0,4.0,5.0,3.0,"Blue star pvt.ltd. working are a good this working are a market study are a suitable,",good working
Iti Electrician,"Valsad, Gujarat",Full Time,Engineering Department,0 Dec 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10yars xperiyans electronic iti,Ac.ticanisean 10yars
Store Incharge,Mumbai,Full Time,Product Management - Technology Department,4 Mar 2023,5.0,4.0,4.0,3.0,3.0,4.0,4.0,Good opportunity,No thank you
Assistant Manager- National Key Accounts,"Gurgaon/Gurugram, Haryana",Full Time,Sales Department,4 Nov 2022,5.0,4.0,5.0,4.0,5.0,5.0,5.0,Employee friendly culture,None as of now
Mechanical Air Conditioning,"Kalyani, West Bengal",Full Time,Mechanical Engineering Department,2 Dec 2022,4.0,4.0,2.0,3.0,1.0,3.0,3.0,good job,i don't think this company has any issue
Assistant Manager Design PHE & FF,Mumbai,Full Time,Engineering Department,3 Feb 2023,4.0,4.0,2.0,4.0,4.0,2.0,3.0,Timely payment,Boss behaviour
Assistant Manager,Gurgaon/Gurugram,Full Time,Sales Support & Operations Department,9 Apr 2023,4.0,4.0,5.0,5.0,4.0,4.0,4.0,If someone learn something in life then blue star best.,Work pressure sometimes high
Civil Engineer,"Jaipur, Rajasthan",Full Time,Engineering Department,2 Nov 2022,4.0,4.0,4.0,4.0,4.0,5.0,4.0,I like blue star because this is good company policy.,Don't dislike
Area Manager,"Chennai, Tamil Nadu",Full Time,Enterprise & B2B Sales Department,1 May 2023,4.0,4.0,5.0,3.0,5.0,4.0,4.0,Employee Friendly,No Monthly review
Senior Sales & Marketing Executive,I Am A Sales Guy So Mainly Remain In The Market,Full Time,Marketing Department,1 Oct 2022,4.0,4.0,4.0,3.0,4.0,5.0,4.0,Company is good and offer a lot to learn mainly to freshers,Pay scale is slightly low compare to the industry
Area Service Manager,"Bhubaneswar, Odisha",,Service Delivery Department,4 May 2023,4.0,3.0,5.0,4.0,4.0,5.0,4.0,My boss,Policies are not upto the mark
Asst Manager,"Thane, Maharashtra",Full Time,Engineering Department,9 Feb 2023,4.0,4.0,4.0,4.0,4.0,4.0,2.0,Good company,Primry manager in r&d simulation
Supervisor,"Madhepura, Bihar",Full Time,Operations Department,8 Nov 2022,4.0,2.0,4.0,4.0,4.0,3.0,3.0,Good salary,"No el,pl,cl facilities"
Assistant Manager,Lucknow,Full Time,Enterprise & B2B Sales Department,9 Dec 2022,5.0,5.0,5.0,4.0,4.0,5.0,4.0,Great place to work,Nothing
Design Engineer,"Thane,Mumbai",Full Time,Engineering & Manufacturing Department,9 Oct 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Great Work Environment and Culture.
Great opportunity I had to work.",Nothing I had
Senior Project Engineer,Delhi & NCR,Full Time,Construction / Manufacturing Department,2 Sep 2022,3.0,3.0,3.0,2.0,3.0,4.0,2.0,"I have been working with bluestar for last four years, management is very friendly.",As per growth in salary and skill development it is not good at all.
Team Manager,Gurgaon/Gurugram,Full Time,Software Development Department,1 Dec 2022,5.0,5.0,5.0,4.0,5.0,5.0,5.0,Hi thank you so much,Hi thank you so much
Branch Manager,"Lucknow, Uttar Pradesh",Full Time,,3 Jan 2023,4.0,4.0,4.0,3.0,4.0,4.0,3.0,Work culture and vision,Equality in Salary Structure
Hvac Engineer   (working remotely),,Full Time,Construction Engineering Department,7 Dec 2022,4.0,3.0,3.0,5.0,4.0,3.0,2.0,Good,Salary queries are making issues all the time
Blue Star Limited,Mumbai,Full Time,Research & Development Department,6 May 2022,4.0,4.0,4.0,2.0,4.0,3.0,3.0,The working environment and culture is good. We all work as a team members and all are supportive.,There is a lot of politics and the management doesn't address our issues. Salary is not decent and company not hire same company experience person like - Netup and Nets trainer.
Technician,Bhandup West,Full Time,Technicians Department,3 Dec 2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,No benift from company
Reliability Testing Engineer,Thane,Full Time,Engineering & Manufacturing Department,9 Apr 2023,4.0,4.0,4.0,3.0,3.0,5.0,3.0,Working nature of colleagues are very good.,Increment is very slow.
Senior Engineer (M2)- Stores,Gurgaon/Gurugram,Full Time,Engineering Department,2 May 2023,3.0,3.0,3.0,4.0,1.0,2.0,2.0,Team is good and supportive,HR head and Plant head is total unprofessional in kala amb himachal pardesh plant
Duct Man,Mumbai,Full Time,Production Department,2 Apr 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good 👍,Like good 💯
Sr Executive Ehs,Kudus Wada,Full Time,EHS Department,4 Oct 2022,5.0,4.0,4.0,5.0,5.0,4.0,4.0,Culture is very good and work life balance,Nothing is bad about this company
Assistant Manager,"Bhubaneswar, Odisha",Full Time,Construction Engineering Department,9 Jan 2023,4.0,3.0,2.0,3.0,4.0,4.0,3.0,Salary timing,Saturday off but still need to come
Diploma Trainee Engineer,Chennai,Full Time,After Sales Service & Repair Department,3 Mar 2023,4.0,3.0,4.0,3.0,3.0,3.0,3.0,"Training is good.
Culture is average","Work profile
Work life
Future upgradation scope"
Assistant Product Manager,"Gurgaon/Gurugram, Haryana",Full Time,,7 Jul 2022,4.0,5.0,5.0,3.0,4.0,5.0,3.0,Its really a very good company to work with. Very strong employee centric HR policies.,Too frequent department and location changes by management.
ITI & GDEE Electrical  Site Supervisor,Mumbai Suburban,Full Time,Construction Engineering Department,8 Jul 2022,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Good work environment and culture.teammates are supportive and management is transparent. There's a huge cafeteria and gaming arcade for chilling. Company policies are good.,Some regionals management not good.
Senior Project Engineer,"Hyderabad/Secunderabad, Telangana",Full Time,Hardware Department,6 Jul 2022,5.0,4.0,4.0,3.0,4.0,4.0,4.0,"It is the Best Company to Prove Yourself,  if you have good Skills and  talent you'll get a good Position",Off role employees should get better hikes and allowances
Sr. Engineer,"Indore, Madhya Pradesh",,Retail & B2C Sales Department,9 Sep 2022,5.0,4.0,5.0,4.0,5.0,5.0,3.0,It's in best form of Indian corporate,Nothing as such.
Deputy Manager,Mumbai,Full Time,BD / Pre Sales Department,9 Jan 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I like the work culture here the most.,Nothing much to dislike.
Warehouse Facility Engineer,"Bhiwandi, Maharashtra",Full Time,"Operations, Maintenance & Support Department",7 Feb 2023,3.0,2.0,4.0,3.0,3.0,3.0,3.0,New ventures,Lack of departmentation
Sr. Civil Engineer,Bhubaneswar,Full Time,Construction Engineering Department,7 Jan 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes I like it working culture.,No
"Mechanical Technician, Hvac Technician","Faridabad, Haryana",Full Time,Apprentice training Department,1 Feb 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,which is very important,No
Service Delivery Manager,"Kochi, Kerala",Full Time,Construction Engineering Department,4 Sep 2022,4.0,1.0,1.0,4.0,1.0,5.0,2.0,Company culture,"Work life balance.
Toxic working environment"
Planning Engineer,"Bengaluru/Bangalore, Karnataka",Full Time,Planning Department,0 Aug 2022,3.0,3.0,3.0,2.0,1.0,1.0,1.0,No more likes,"Working time,culture and one man has todo all works"
Assistant Manager   (working remotely),,Full Time,Engineering & Manufacturing Department,5 Nov 2022,5.0,5.0,3.0,5.0,5.0,5.0,3.0,You will have a great work-life balance.,Fewer opportunities to learn.
Assistant Manager Sales & Marketing,Thane,Full Time,Stores & Material Management Department,1 Aug 2023,2.0,1.0,2.0,2.0,5.0,4.0,2.0,Nothing to say as no good things here,All policies were bad for employees
Mechanical Engineer,"Chennai, Tamil Nadu",Full Time,"Operations, Maintenance & Support Department",6 Mar 2023,4.0,3.0,3.0,3.0,3.0,3.0,3.0,"job security
salary 
placed area","work profile
culture
scope for future growth"
Assistant Manager Maintenance,"Thane, Maharashtra",Full Time,"Operations, Maintenance & Support Department",5 Feb 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Work life balance,Promotion & appraisal
Seles Executive,ASANSOL,Full Time,Appliances Department,8 Oct 2022,3.0,3.0,5.0,4.0,1.0,3.0,4.0,Working experience was good,Job not secure my job not secure
Sales Advisor,"Gaya, Bihar",Full Time,Sales Department,4 Aug 2022,5.0,4.0,5.0,5.0,5.0,5.0,5.0,Very good learning this company,Hard work less money
Assistant Manager In Mechanical Construction,"Hyderabad/Secunderabad, Telangana",Full Time,Construction Engineering Department,0 Aug 2022,5.0,4.0,5.0,4.0,4.0,5.0,4.0,Freedom of working with in the bluestar,Work life balance to be managed
Technician 1,"New Delhi, Delhi",Full Time,After Sales Service & Repair Department,2 Sep 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good working with all team members,Time with no setisefaction
Electrician   (working remotely),,Full Time,Electrical Department,6 Dec 2022,4.0,5.0,4.0,4.0,4.0,4.0,4.0,Good,Like tha Blue star
Hvac,Sky View,Full Time,Construction Engineering Department,2 Sep 2022,4.0,5.0,3.0,2.0,5.0,3.0,2.0,Some new work learning,Lowest salary and lowest incriment
Site Engineer,"Guwahati, Assam",Contractual,Other Department,7 Aug 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Just ok. Have scope to learn new.,Working hour not fixed.
Senior Sales Executive,"Chennai, Tamil Nadu",Full Time,Retail & B2C Sales Department,7 Aug 2022,4.0,3.0,4.0,4.0,5.0,4.0,4.0,"Compensation 
Job Security 
Work Culture",Work Life Balance
Design & Development Engineer,"Thane, Maharashtra",Full Time,Engineering Department,1 Jan 2023,3.0,2.0,2.0,1.0,1.0,1.0,1.0,Nothing is to be like.,Everything
Site Engineer,Airoli,Full Time,Project Engineer  Department,7 Jan 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Work culture is good,Nothing
Summer Intern,"Gurgaon/Gurugram, Haryana",Intern,,4 Nov 2022,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Good to work.,Not aggresive marketing.
Mep Mechanical Engineer,Wadala,Contractual,,8 Dec 2022,4.0,4.0,5.0,5.0,5.0,5.0,4.0,Very good atmosphere to work,Nothing
Site Engineer,Noida Sector 129,Full Time,Construction Engineering Department,2 Oct 2022,5.0,5.0,5.0,4.0,3.0,5.0,3.0,Working culture are very good,Nothing
Asistant Manager,"Lucknow, Uttar Pradesh",Full Time,After Sales Service & Repair Department,7 Oct 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Great company for employee,No dislikes
Area Manager,"Pune, Maharashtra",Full Time,Service Delivery Department,8 Jan 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Culture,No dislikes as such
Assistant Manager Production,Dadra & Nagar Haveli/Silvassa,Full Time,Construction / Manufacturing Department,4 Jun 2022,3.0,2.0,2.0,3.0,3.0,3.0,2.0,Salary is on time,"Lot of politics, ratings are fixed for selected candidates for others they just have to do hard work and forget ratings, growth etc etc."
Senior Engineer,"Sri City, Andhra Pradesh",Full Time,,0 Apr 2023,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Managment is good but some,Treating the employees bit some
HVAC SYSTEM,"Mumbai, Maharashtra",Full Time,Maintenance Department,6 Sep 2022,5.0,4.0,4.0,1.0,3.0,3.0,5.0,good working envirnment and providing a good exirces,salary package is low
Hse Engineer,Sector 74 Gurugram,,Construction Engineering Department,1 Sep 2022,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Good work environment & senior are also cooperative,Nothing
Finance Executive,Mumbai,,Accounting & Taxation Department,7 Sep 2023,3.0,3.0,3.0,3.0,3.0,3.0,3.0,it's good,poor management and poor perks
Payment Collection Executive,"Pune, Maharashtra",Full Time,Service Marketing Department,3 Sep 2022,4.0,4.0,3.0,3.0,4.0,4.0,4.0,Working culture,Work from office
Design Engineer,"Ernakulam, Kerala",Full Time,Design Department,1 Aug 2022,5.0,1.0,5.0,3.0,3.0,5.0,3.0,Great exposure,Hard to meet Work life balance
Maintenance Engineer,Mumbai,Full Time,"Operations, Maintenance & Support Department",2 Jun 2022,3.0,2.0,2.0,3.0,1.0,2.0,2.0,"No HR policy to for worklife balance, Management do not care about growth of company",Unskilled management and do not care about any type of growth of company.
Piping Engineer,"Balasore, Odisha",Full Time,Construction Engineering Department,8 Sep 2022,5.0,4.0,5.0,3.0,5.0,4.0,4.0,Salary on time,Working environment
Hvac Technician,"Mumbai, Maharashtra",Full Time,HVAC Department,9 Aug 2022,5.0,4.0,5.0,5.0,4.0,5.0,3.0,"Installation and Maintenance, repair,",Invetor model type ac
Senior Engineer,"Ranchi, Jharkhand",Full Time,Construction Engineering Department,0 Aug 2022,5.0,4.0,4.0,4.0,3.0,3.0,4.0,Leaning and Groth is good for anyone.,Nothing about dislike the company
SNR HVAC TECHNICIAN,Bengaluru,,"HVAC,OPT Department",6 Jul 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"I have started my work from Blue star in 2015 till I have done work in All companies and I have learnt most of things in this company , facilities management Behaviour is good in this company, supervisor will support always time in this company and first supervisor and managers will take care of our health after that they will tell if we go to our duty first our supervisor will ask ur breakfast have or not if we not have breakfast in this companies supervisor will tell first eat ur breakfast then start the work so for this All companies very Good, Good facilities, management, Good, manpowers...Read More",No dislike
Hvac Supervisor,Kolkata,,Technicians Department,9 Nov 2021,4.0,3.0,4.0,3.0,2.0,3.0,3.0,"Blue Star is a good company. I am working 7 years in this company. In 7 years lots of experience breakdown work, customer handing & team leading. I am so many greatful to my company for this opportunity. Environment & culture so good. Teammates are supportive & salary standard medium & bonus every year.",This management doesn't address our issue. Career growth is very slow & last 2 years insufficient salary increment. Side basis Too much headache & tension.
Planning Engineer,Gurgaon/Gurugram,,Construction Engineering Department,5 Jun 2022,4.0,3.0,4.0,4.0,4.0,4.0,3.0,"Good management
Work freedom
Job security
Good HR policies","I think work load is not distributed equally among department.
Blame game 
Career growth is slow"
Senior Engineer,Delhi,,Construction Engineering Department,3 Oct 2022,5.0,5.0,5.0,5.0,4.0,5.0,5.0,All over good,Great opportunity 😊
Assistant Manager,New Delhi,Full Time,Construction Engineering Department,8 Feb 2022,3.0,2.0,4.0,4.0,2.0,3.0,4.0,"There is too much pressure to achieve your target at the end of the financial year there will be only discussion on your KRA points only. So focus on KRA and rest things doesn't matter.
Company policies are good for in term of COVID and leave.","No work life balance, two much pressure to achieve the targets."
Document Controller,"Pune, Maharashtra",Full Time,Construction Engineering Department,6 Sep 2023,2.0,1.0,1.0,1.0,1.0,1.0,1.0,No Comments,Poor Working Culture
Mechanical Engineer,Gurgaon/Gurugram,Full Time,Construction / Manufacturing Department,7 Apr 2022,3.0,2.0,4.0,3.0,4.0,3.0,3.0,"Job security is good, you can learn a lot while working,  company also supports on higher studies.",Time management is poor. You will have to work 12 hours a day some times.
Deputy Manager Qa,Wada,Full Time,,1 Sep 2022,4.0,3.0,4.0,4.0,4.0,4.0,3.0,"Salary benefits good 
Working environment good","Worklife balance low
Traveling hectic"
Site Engineer-HVAC System,Chhatarpur Delhi,Full Time,Construction Engineering Department,3 Oct 2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Salary on time,Job security
Auto Brazing Operator,Dadra & Nagar Haveli/Silvassa,Full Time,Engineering Department,7 May 2022,5.0,5.0,5.0,2.0,5.0,5.0,3.0,The company has a co operative culture inside it. The seniors don't make feel anyone that you're new to the company. They all are like a family and help you learn anything you want.,Work culture is very familiar and have policies  for every thing.
Assistant Project And Construction Manager,Gurgaon/Gurugram,Full Time,Construction Engineering Department,6 Apr 2022,4.0,2.0,4.0,4.0,4.0,4.0,4.0,"In project,,,, You will face only issue with procurement due to which project team has no answer about procure items.... Procurement is very less responding, they are work as a government employees..",This Good company good Benifits
Ac Technician,"Thoothukudi, Tamil Nadu",,After Sales Service & Repair Department,7 Dec 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No,I like its Working culture
Graduate Engineer Trainee (get)   (working remotely),,,Banking Operations Department,6 Jan 2023,3.0,2.0,3.0,3.0,2.0,4.0,5.0,Nothing like that which i dislike,Overall it's a average rates company.
Assistant Sales Manager,Chandigarh,,Enterprise & B2B Sales Department,3 Aug 2022,3.0,3.0,3.0,3.0,1.0,3.0,3.0,No job security,
I Am Interested This Job,"Sirmaur, Himachal Pradesh",Full Time,Koil Shop  Department,0 Aug 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,It is very good company,No dislikes
Traine Quality Engineer,"Dadra & Nagar Haveli/Silvassa, Dadra & Nagar Haveli",Full Time,Production & Manufacturing Department,4 Jun 2022,3.0,3.0,5.0,1.0,1.0,5.0,1.0,Good atmosphere and good peoples to work with,They don't give chance to netap and nets engineer
Iti Welder,"Vijay Sales Near, Majiwada Thane",Full Time,Porto  Department,4 Oct 2022,4.0,3.0,5.0,2.0,1.0,5.0,2.0,Brilliant work & Skill helpful,Nothing
Sales Executive,Mumbai,Full Time,Marketing Department,3 Jan 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"I really like way of working, all seniors is very helpful, they support and guidance.",Nothing
Assistant Manager,"Kolkata, West Bengal",Full Time,Engineering Department,9 Jan 2023,4.0,3.0,3.0,4.0,3.0,3.0,4.0,Appraisal  is very good .Medical insurance facilities are also available. But there are some issues regarding work life balance .,Unnecessary work pressure
Health Safety Environment Officer,"Hyderabad/Secunderabad, Telangana",Full Time,Pharmaceutical & Biotechnology Department,1 Jul 2022,5.0,5.0,4.0,5.0,5.0,4.0,4.0,Time functions and team supports,Nothing to mention
Assistant Manager,Mumbai Suburban,Full Time,Audit & Control Department,2 Jun 2022,5.0,3.0,5.0,5.0,4.0,5.0,5.0,Since 10 months Happy to work with blue star. Nice work culture and Management. Good company polices.,Work- Life Balance.
Ecommerce And Modern Trade Business Executive,"Sriperumbudur, Tamil Nadu",,E-commerce and modern trade business executive  Department,1 Nov 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very good,I will like to work in Blue star
Mechanical Hvac Site Engineer,"New Delhi, Delhi",,,5 Sep 2022,4.0,4.0,4.0,4.0,4.0,5.0,4.0,Nice  very nice very good,No problem  dear sir please
Sales Advisor,"Coimbatore, Tamil Nadu",,Counter sale's  Department,9 Nov 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good response and no pressure,No
Assistant Manager Commercial,Gurugra.,Full Time,Audit & Control Department,6 Jun 2022,5.0,5.0,4.0,5.0,5.0,5.0,3.0,Good work environment and culture. Company HR policies are good.,Career growth is slow
Vba Brand Advisor,Thoraipakkam,Full Time,,2 Aug 2022,5.0,5.0,5.0,5.0,4.0,5.0,4.0,"Good platform for gain sale knowledge, and earning some good amount of incentive",Salary package is bit low comparing to other brand promoters
