Title,Place,Job_type,Department,Date,Overall_rating,work_life_balance,skill_development,salary_and_benefits,job_security,career_growth,work_satisfaction,Likes,Dislikes
System Engineer,Pune,,Engineering & Manufacturing Department,8 May 2022,4.0,4.0,4.0,4.0,5.0,5.0,3.0,Management is good.,"Vertical growth is slow, yearly increments and bonus are not competetive as per industry"
Head Sales For Large Infra Projects,Mumbai,,HONEYWELL Department,1 Jun 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good but lots of process and restrictions to be adhered. But good thing is companies ethics and compliance.,Nothing as such
Systems Engineer,Chennai,,Hardware Department,3 May 2022,2.0,1.0,2.0,3.0,4.0,3.0,2.0,"Job security, flexible timings, company policies","Micromanagement, Long work hours, work life balance"
Sr. Project Administrator,Pune,Full Time,Business Intelligence & Analytics Department,5 May 2022,5.0,5.0,5.0,5.0,5.0,5.0,4.0,"It's an amazing company to work for, work-life balance 100%, career growth yes it is there, mature leadership and mentorship.","Really nothing,"
"Project Engineer, Testing Engineer","Hyderabad/Secunderabad, Telangana",Full Time,Testing and commissioning  Department,4 Aug 2022,3.0,2.0,5.0,2.0,3.0,2.0,2.0,I learned a lot how mange time and I gain lot of knowledge from my seniors about the work .,Dislikes means nothing
Software Engineer,Pune,Full Time,Software Development Department,6 Dec 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good work environment and culture teammates are are supportive and the management is transparent there is a huge cafeteria and gaming Arcade for chilling company policies are good salary hike and bonus every year,There there is a lot of politics and the management doesn't address our issue salary is decent but career growth is slow on the job training is not given new joiners
System Engineer Ll,"Pune, Maharashtra",Full Time,IT Network Department,9 Feb 2023,4.0,4.0,3.0,3.0,5.0,5.0,2.0,Honewell give excellent work opportunity for me. I had work globally in various oil and gas projects,"Salary structure, in hand salary is very less as compared to competitors"
Service Manager,Gurgaon/Gurugram,Full Time,Voice / Blended Department,7 Apr 2022,1.0,1.0,1.0,2.0,1.0,1.0,1.0,Company Global standards are good. But on actual ground same not followed by North team.,"Honeywell need drastic improvement on company culture, HR policies are only on paper no implementation on ground. Managers treating teams as per their likes. No MNC culture. Customer satisfaction is also poor."
Senior System Engineer,Mecca,,Construction Engineering Department,9 Jun 2022,2.0,2.0,2.0,1.0,1.0,1.0,2.0,Weak and Poor Management. Retaliation is common in Organization.,Lot of things. No immediate action on proper feedback.
Senior Supervisor,Pune,,Finance Department,5 Apr 2023,5.0,3.0,4.0,5.0,3.0,5.0,4.0,Honeywell provides an opportunity to Grow & helps to gain practical knowledge & experience.,I don't see any reason to dislike working at Honeywell Automation
Hr Business Partner,Gurgaon,,HR Operations Department,2 Jun 2022,5.0,5.0,4.0,5.0,4.0,5.0,4.0,Integrity and compliance,Need to give empowerment to local leadership
Lead Engineer,Pune,,Software Development Department,5 May 2022,5.0,4.0,5.0,5.0,5.0,5.0,5.0,Job is safe here..policies are good...compensation depends upon how you negotiate while joining..,Work-life balance needs to be improved.
Senior Financial Analyst,Gurgaon/Gurugram,,Finance Department,5 Apr 2022,3.0,3.0,4.0,2.0,5.0,4.0,3.0,Its diverse portfolio. Multiple opportunities to grow.,"On compensation side, there is no parity, which creates demotivation among employees."
Territory Manager,Kolkata,Full Time,Retail & B2C Sales Department,0 Nov 2021,1.0,1.0,1.0,3.0,1.0,1.0,1.0,For travel expenses they provide corporate credit card which helps in expenses for travel. Other than credit card expenses you cannot claim anything.,They have a very small market share. Though they behave like they are the market leaders. They only beleive in achieving numbers but does not have any plan to how to achieve the same. No promotional activities and drastically it is Degrowing.
Lead Customer Experience Specialist,Pune,Full Time,Customer Success Department,1 Apr 2022,5.0,5.0,5.0,3.0,5.0,5.0,3.0,Good work environment and culture. Teammates are supportive and the management is transparent,Salary is decent but career growth is slow
Systems Engineer,Hadapsar,Full Time,Engineering & Manufacturing Department,2 Jul 2022,4.0,5.0,5.0,3.0,5.0,5.0,3.0,Work Culture is awesome..,"Salary structure, Appreciation and Promotions"
Project Manager,Pune,Full Time,Technology / IT Department,6 Jun 2022,5.0,5.0,5.0,4.0,5.0,5.0,4.0,Its a great place to work . Specially those who want work life balance and want to work in a diverse tech company,- Great place to learn new technologies .
District Sales Manager,India,Full Time,Enterprise & B2B Sales Department,0 Jan 2022,3.0,1.0,4.0,3.0,2.0,2.0,1.0,"- No work life balance. You can be pulled to any call at any point of time.
- Many software tools but none of them are upto date for which ultimately productivity level has come down.
- Hiring or promotion is subjected to top management preferred candidate.
- All sales but no customer focus.",Exploring self skills
IT Project Management Coordinator,"Ranchi, Jharkhand",Full Time,IT Support Department,8 Jul 2022,3.0,2.0,4.0,4.0,2.0,2.0,2.0,Management and approvals structure.,Team strength
Project Engineer,"Kolkata, West Bengal",Full Time,,2 Dec 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No amusement,Good Compnay Culture & Supportive  management.
Senior Design Engineer,Pune,,Engineering & Manufacturing Department,2 Jun 2022,5.0,5.0,5.0,4.0,5.0,5.0,5.0,None,Working hours Time flexibility.
System Engineer,Pune,,Engineering & Manufacturing Department,6 May 2022,4.0,4.0,4.0,1.0,4.0,4.0,4.0,Very less salary increment and less career growth opportunities.,Some good managers
Operation & Maintenance Manager,Banagalore,,Construction / Manufacturing Department,6 May 2022,1.0,1.0,2.0,1.0,3.0,2.0,1.0,"Delays in getting anything, not good for long term work.This is not good for experienced people.",
Senior Customer Experience Specialist,Pune,Full Time,,9 Jun 2022,4.0,3.0,5.0,5.0,3.0,5.0,4.0,This is the best company to work with got Chance to learn so many things here. I got confidence that I can do anything,Good company recommend for working
System Engineer I,Pune,Full Time,Software Development Department,2 May 2022,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Good company recommend for working,Continuous learning
Financial Analyst,"Dubai, Dubai",,,0 Jun 2022,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Tight deadlines and regular organizational changes,"Supportive management
Great work culture"
Senior Hse Coordinator,"Bengaluru/Bangalore, Karnataka",,HSE Department,1 May 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Sometimes working hours not proper,"Good work culture, Company policies are also good, specially for the Women's."
Estimator,Pune,,BD / Pre Sales Department,1 May 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Job security, safety, good ambience","Salary structure and promotions , increments"
Project Leader,"Pune, Maharashtra",,Technology / IT Department,5 Aug 2022,5.0,5.0,4.0,3.0,5.0,5.0,2.0,Good work environment and culture,-career growth is slow
Renewal Specialist,Pune,,BD / Pre Sales Department,7 Jun 2022,5.0,5.0,5.0,3.0,5.0,5.0,3.0,"Pros:
Lot of scope for learning.
Oraganized system for work plan and implementation.
Professional approach of leadership.","Cons:
Often work life balance is missing.
Planning is most of the times beyond practical and needs significant improvement."
Project Lead,Pune,,Engineering Department,5 Jan 2022,4.0,2.0,4.0,3.0,4.0,4.0,3.0,COMPANY POLICIES & WORK CULTURE,"SALARY / APPRAISAL, POLITICS."
Autocad Operator,Pune,,Engineering & Manufacturing Department,1 May 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Don’t join in hurry . Think twice before join. My opinion may be wrong for other team so it’s completely based on my personal experience.,
Systems Engineer,Pune,,Software Development Department,1 Apr 2022,1.0,1.0,1.0,1.0,3.0,1.0,2.0,,
Site Engineer,Mumbai,Full Time,Site Engineering Department,9 Apr 2022,4.0,3.0,4.0,3.0,4.0,3.0,3.0,I am working on 3rd party payroll. So we don't that much facilities. No growth.,Management
Project Engineer,Pune,Full Time,,0 Dec 2022,2.0,5.0,4.0,3.0,3.0,4.0,3.0,Work culture,Contract basis
Data Analyst,Bangalore,Full Time,Business Intelligence & Analytics Department,6 May 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Best place to work & learning part is really good,Nothing
Accountant,Pune,,Accounting & Taxation Department,1 May 2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"At Honeywell,  job security is assured, which is very important,  there is lot of scope to improve to make the culture better. So many skilled,  capable people left just because of pathetic behavior of team leader, no scope for skip level meetings,  at least in my team. Rest all my working experience was very good due to my colleagues....only","Manager was always playing threatening game, only faults finder,  but without solutions,  he was not much aware of exact work load,  team skills,  trying to expose minor failures with others. He need to learn listening skills."
Software Developer,Bamglore,,Software Development Department,6 Nov 2022,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Culture is very good. That's it,Nothing was that i didn't like here as such.
Team Leader,Pune,,Software Development Department,9 Jun 2022,1.0,1.0,1.0,2.0,1.0,1.0,1.0,Nothing,HR policies
Field Service Engineer,"Bengaluru/Bangalore, Karnataka",,,4 Jun 2022,5.0,4.0,4.0,4.0,4.0,4.0,4.0,Good Environment..work culture also good.,Nothing. Travel to all areas.
Senior Estimator And  Bid Manager,Gurugram,,Construction Engineering Department,4 Jun 2022,4.0,4.0,4.0,3.0,4.0,3.0,3.0,Good learning environment,Vertical growth career and salary vise
Cctv Technician,"Noida, Uttar Pradesh",,CCTV technician Department,7 Aug 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very nice and good policy off this company,Nothing
Field Service Engineer,Pune,,Construction Engineering Department,0 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,In HONEYWELL there is good learning atmosphere for freshers and also for experience persons,Material dependancy is more
Senior Application Engineer,"Chennai, Tamil Nadu",Full Time,,0 Aug 2022,4.0,3.0,4.0,3.0,5.0,5.0,3.0,Learnings are good,Work Life Balance
Project Lead,"Pune, Maharashtra",Full Time,Technology / IT Department,6 Nov 2022,5.0,5.0,5.0,4.0,5.0,5.0,3.0,Culture is very good at Honeywell,Nothing to dislike with Honeywell automation
Senior Tech Support Specialist,Pune,Full Time,Non Voice Department,3 Jun 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I am still working in this company. This company is very good to work.,Very good company
Operations Manager,Pune,Full Time,HPS Department,2 Apr 2022,4.0,4.0,5.0,4.0,4.0,4.0,5.0,"Career growth,
Learning’s 
Job security",Nothing to dislike in Honeywell
Senior Electrical Engineer Level 2,Pune,Full Time,Electrical Department,1 May 2022,5.0,5.0,5.0,3.0,4.0,5.0,5.0,"Good work Culture and management.
Supportive team members.",Nothing.
Technical Project Manager,Pune,,Engineering Department,2 Nov 2021,4.0,3.0,3.0,2.0,5.0,4.0,4.0,"Good work culture and environment. Teams are supportive, hard working and genuine. Company policies are good, appraisals are fair. Job security is good.","Salary is poor, Career growth is ok types. Not much training for overall development. Heavy work load, not work-life balance."
Bms Engineer,Chennai,,Electronics & Communication Engineering Department,9 May 2022,5.0,4.0,5.0,2.0,5.0,3.0,4.0,Job secure and Advance payment,Growths in years
Senior Software Engineer,Pune,,Software Development Department,9 Apr 2022,4.0,5.0,5.0,3.0,5.0,3.0,3.0,"GOOD FOR JOB SECURITY 
WORK LIFE BALANCE",Slow growth
Project Engineer,Pune,,Software Development Department,7 May 2023,4.0,4.0,4.0,2.0,4.0,4.0,2.0,New technologies and work,Work life and salary is low
System Engineer Ii,Pune,,Construction Engineering Department,8 Jan 2022,4.0,2.0,3.0,3.0,4.0,3.0,3.0,"Working environment, Colleagues, Easy Platform for beginners.",Our organization could have done some more for the Engineers. Many people is not satisfied with the current structure and growth. Not all deserving candidates getting opportunities.
Hardware And Network,T.RAMANATHAPURAM,Full Time,PUBLIC SERVICE CENTER Department,6 May 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,THE OWNER'S TEACHING AND CARE BOTH OF THESE MADE ME WORK BETTER,EVERY THINK LOOKS GOOD
Site Engineer,Kolkata,Full Time,Construction Engineering Department,0 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,The company is a very good company.,Work life balance is average.
Project Engineer I,Pune,,Software Development Department,4 Feb 2022,4.0,3.0,2.0,3.0,5.0,5.0,3.0,"Company policy for women, leave policies, exposure to cross domain, direct customer interaction",Sometimes based on delivery work life imbalance
Advance Project Engineer,Pune,,"Advance solution, BMA Department",9 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,One of good company and Good Hr. Policy,Travel to abroad
Energy And Sustainability Vertical Leader India,Pune,,Retail & B2C Sales Department,0 Apr 2022,3.0,1.0,2.0,3.0,2.0,2.0,2.0,"It used to be great place to work earlier, but things have changed drastically in past few years.",Shorty Vision Leadership and poor work culture.
Dcs Engineer,Pune,,Engineering & Manufacturing Department,9 Apr 2022,3.0,1.0,1.0,1.0,3.0,3.0,1.0,Flexible timing,"Very low salary and increment
No vision to improve employee skills"
Safety Engineer,Hyderabad/Secunderabad,,Construction Engineering Department,7 Jan 2022,4.0,3.0,4.0,2.0,4.0,4.0,3.0,Good company to grow as per skills wise,Nothing but lacks in developing employee growth in terms of pay scale
Advanced Software Engineer,Bengaluru/Bangalore,,Software Development Department,0 Apr 2022,3.0,1.0,3.0,1.0,5.0,5.0,3.0,Culture is good. friendly environment,"more Work, No work life balance. Very less salary. not to the industry standard"
Systems Engineer,Pune,,Engineering & Manufacturing Department,9 Apr 2022,4.0,5.0,4.0,4.0,5.0,5.0,4.0,"Work culture, flexible timings.","If you are good with manager, your year review will be great."
Service And Projects Engineer,Hyderabad,,Engineering & Projects Department,4 May 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good company... Facilities is good and management also very friendly nature..,Every thing is ok
Senior Project Engineer Electrical,Pune,Full Time,Construction Engineering Department,1 Jun 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Work culture,Fantastic work culture
Industrial Nurse,Hadpsar,Full Time,,1 May 2022,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Including all the people in company policies & minimum facilities.,"Good experience, good knowledge this company"
Project Engineer,Gurgaon/Gurugram,Full Time,Construction / Manufacturing Department,8 May 2022,4.0,3.0,4.0,3.0,3.0,3.0,1.0,Nothing dislike,Easy to learn and management supports peak
Elv Site Engineer,Andhra Pradesh,,Construction Engineering Department,5 Apr 2022,5.0,3.0,5.0,5.0,5.0,5.0,5.0,Hard to manage personal work balance,It's great but some managers are unhuman
Billing Administrator,Pune,,Finance Department,0 May 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Some managers think our subordinates are only Robert,Management is very poor. They don't care about employees.
Lead Engineer,Pune,,Construction Engineering Department,2 Dec 2021,3.0,1.0,4.0,1.0,5.0,2.0,3.0,"Good team spirits. Very poor salary provided. Management want you to know everything about DCS, SM, networking, etc. without sufficient training.",Very very happy for this job
Pune,Pune,,,1 Jun 2022,5.0,5.0,4.0,5.0,5.0,5.0,5.0,Cafeteria,Work environment
Buyer,Bangalore,,Procurement & Purchase Department,7 Apr 2022,5.0,5.0,5.0,4.0,4.0,5.0,5.0,Carrier growth is very poor,"Carrier growth, salary growth"
Building Management System Engineer,KOLKATA,,Service Department,0 May 2022,3.0,4.0,2.0,2.0,4.0,3.0,1.0,Good,Expenses not clear time to time
Projects Engineer Incharge,Site All Gujrat,,Project Engineering Department,0 Oct 2022,3.0,3.0,2.0,2.0,5.0,4.0,2.0,,
Technical Lead,Hyderabad,Full Time,Software Development Department,3 Mar 2019,1.0,1.0,1.0,4.0,1.0,1.0,1.0,As MNC nothing was as such,"Worst work culture i ever seen, no work life balance. Even though the policy says 5 working days in a week, have to work on weekends too. No job security, if a employee asks a question to his reporting person that's it, he will be PIP in next month and he will be terminated in a month.
Policy says to take leaves if you have leave balance, but you can not because reporting person always shows a criticality on project to hold you to not to take leaves. In one word it's a slavery's company....Read More"
Service Engineer,"Bangalore Rural, Karnataka",Full Time,"Operations, Maintenance & Support Department",1 May 2022,3.0,1.0,3.0,2.0,3.0,1.0,2.0,Good support,"Less growth
Less salary
No hikes
No benifit s"
Design Engineer Mechanical,Pune,Full Time,Engineering Department,9 May 2022,4.0,5.0,4.0,4.0,5.0,5.0,4.0,Work culture,Nothing
Mechanical Engg. Design,"Bengaluru/Bangalore, Karnataka",Full Time,Engineering & Manufacturing Department,5 Jul 2022,5.0,4.0,4.0,4.0,4.0,4.0,4.0,Good place to work,Good place to work
Senior Engineer,Chennai,,Construction Engineering Department,7 May 2022,3.0,3.0,3.0,2.0,4.0,3.0,3.0,JOB SECURITY,Compensation
System Engineer,Pune,,Software Development Department,4 Apr 2022,3.0,2.0,2.0,2.0,4.0,2.0,2.0,Flexible Timing,"Partiality, no ethics,no work life balance"
Business Analyst,Pune,,Business Intelligence & Analytics Department,8 May 2022,5.0,3.0,5.0,1.0,5.0,4.0,5.0,Work culture,Compensation and Benefits
System Engineer,Pune,,,1 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,The company hierarchy was very helpful and flexible. The culture is warm and whole hearted. Competitive but supportive.,There is nothing to dislike except the HR sometimes fails to suggest best options in Employee's interest
Estimator II,Pune,,Presales Department,2 Aug 2022,4.0,5.0,5.0,1.0,5.0,5.0,3.0,Working culture,Salary structure and promotion
Senior Customer Executive,Pune,,Non Voice Department,9 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Overall good company to work with ☺️,
System Engineer(DCS Engineer),Pune,Full Time,HPS Department,4 Jan 2022,2.0,2.0,2.0,1.0,3.0,5.0,2.0,Policies are good on paper.,Pay scale is not as per market standard even though this is fortune 200 and one if the best company from US
EMBEDDED ENGINEERING ASST MANAGER,Bangalore,Full Time,Software Development Department,3 Jun 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,A wonderful company to work with.,Nothing
System Engineer,"Pune, Maharashtra",Full Time,Software Development Department,1 Aug 2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Nothing to like,Everything at Honeywell made me quit
Sr.Demand Rep- India Region,Bengaluru/Bangalore,,BD / Pre Sales Department,2 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,A company that supports you to grow in every way possible,Good company to work for
Technical Lead,"Bengaluru/Bangalore, Karnataka",,Software Development Department,1 Jul 2022,5.0,5.0,4.0,4.0,5.0,5.0,4.0,No comments please,Work life balance.
Senior System Engineer,Chennai,,Construction Engineering Department,6 May 2022,4.0,5.0,3.0,3.0,4.0,3.0,3.0,Good work environment and culture,There is politics and management dont understand our issues
Estimator 1,Pune,,Engineering & Manufacturing Department,4 May 2022,4.0,5.0,4.0,4.0,4.0,5.0,4.0,Work culture and management  was good.,Job security need to improve for reliance gas limited
Bms Engineer,"Shahdol, Madhya Pradesh",,Security Automation Department,0 Mar 2022,5.0,5.0,5.0,4.0,3.0,4.0,4.0,Flexible Working Timings,Desi culture
Senior System Engineer,Pune,,Software Development Department,9 Jan 2023,2.0,2.0,1.0,1.0,1.0,1.0,1.0,Nothing,Lots of things which cant be described here
Program Specialist II,Gurgaon,,Construction Engineering Department,6 May 2022,3.0,2.0,2.0,2.0,4.0,3.0,3.0,,
Corporate Sales Manager,Pune,Full Time,Market Research & Insights Department,9 Aug 2021,2.0,1.0,1.0,1.0,1.0,2.0,1.0,They hire freshers on third party role promising you to take you on board based on the performance but at the same time they throw enormous pressure and specially the sales team and sales head will push harder to make you work more and once you give your efforts and make all the foundation the rest part they take over all the leads and kick out the employee by saying this is not enough.,Good to work in Honeywell
Engineer-TSI,Pune,,"Operations, Maintenance & Support Department",8 Jun 2022,5.0,4.0,4.0,4.0,5.0,4.0,4.0,Job security at Honeywell is the best.,"Work culture
Security"
System Engineer 1,Pune,,GES Department,3 Jun 2022,4.0,2.0,3.0,2.0,4.0,3.0,2.0,No dislike,Work experience
Applications Engineer,"Pune, Maharashtra",,Engineering & Manufacturing Department,7 Jun 2022,4.0,4.0,4.0,4.0,4.0,4.0,3.0,Nothing to dislike,Honeywell work culture
Senior Engineer Controls,Pune,,Engineering & Manufacturing Department,6 May 2022,5.0,4.0,5.0,5.0,5.0,5.0,5.0,Management,Good
Systems Engineer,Pune,,GES-LSS Department,9 May 2022,4.0,3.0,5.0,3.0,5.0,5.0,4.0,"Nothing, everything is fine here",Work culture is quite good. However company work system need to improved as too many loopholes.
Software Engineer,Pune,,Software Development Department,8 Jun 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Growth opportunities are less,Job security
Procurement Executive,PUNE,,Procurement & Purchase Department,7 Feb 2022,4.0,4.0,4.0,3.0,4.0,4.0,5.0,Work life balance less,Nice environment for work
Solution Manager,Kolkata,,,4 Aug 2022,4.0,3.0,5.0,5.0,5.0,5.0,5.0,Salary,
Sr Project Lead,Kolkata,,Construction / Manufacturing Department,0 Apr 2022,5.0,4.0,5.0,3.0,4.0,4.0,3.0,,
Senior Software Engineer Supervisor,PUNE,Full Time,Software Development Department,1 Apr 2022,5.0,5.0,3.0,4.0,5.0,4.0,4.0,Work life balance,Titles
Mechanical Design Engineer 2,Pune,Full Time,Engineering Department,7 Jul 2022,5.0,4.0,4.0,4.0,5.0,5.0,4.0,Good work environment,"Flexibility, culture, talented workforce, good leadership"
Senior Financial Analyst,Pune,Full Time,Finance Department,0 Dec 2021,4.0,4.0,4.0,3.0,4.0,4.0,4.0,"Heirarchies, disparity in compensation levels",good...wokeking place
Bms Operator,"Bengaluru/Bangalore, Karnataka",Full Time,IT Support Department,0 Jun 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,no dislikes and good,High package and good training
Payroll Team Lead,"Bengaluru/Bangalore, Karnataka",Full Time,Payroll & Transactions Department,8 May 2023,4.0,5.0,5.0,5.0,4.0,4.0,3.0,Work load and pressure,Job security is high
Sr. Advanced Embedded Engineer,Bengaluru/Bangalore,,Aerospace Department,3 Apr 2022,4.0,4.0,3.0,4.0,3.0,4.0,4.0,No competitive compensation,Company policies
Service Engineer,Hadapsar,,Construction Engineering Department,1 Jun 2022,4.0,5.0,4.0,3.0,4.0,4.0,4.0,Scope of Work,Salary packages less
System Engineer Ii,Punr,,"Operations, Maintenance & Support Department",5 Apr 2022,5.0,5.0,1.0,5.0,5.0,5.0,5.0,Very good experience in Honeywell automation..,No
Field Service Engineer,Gurgaon Haryana,,Construction Engineering Department,1 May 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,It's good company to work with,Working hard
Service Engineer,Pune,,"Operations, Maintenance & Support Department",9 May 2022,2.0,1.0,2.0,3.0,1.0,3.0,3.0,,
Supply Chain,Pune,Contractual,Procurement & Purchase Department,4 May 2021,4.0,5.0,4.0,3.0,4.0,4.0,3.0,"I have worked in Honeywell Automation for 5+ years. Basically it all depends on the manager. I enjoy taking individual decisions on my projects, good communication with the manager/colleagues, ease of work with other teams. The work culture and policies are good and employee friendly. 
Compensation is okay, and not par with the market standards.","Few senior employees consider this as a company to retire and work with that attitude, causing project delays. Partiality and office politics are there, just like some other companies. Career growth is an issue here and there’re many who are working in the same role for 5+ years."
Senior Project Leader,Hyderabad/Secunderabad,Full Time,Engineering & Manufacturing Department,5 May 2022,2.0,2.0,1.0,3.0,2.0,1.0,1.0,Flexi working,Politics
System Engineer Ii,Pune,,Industrial Automation Department,3 Feb 2022,4.0,4.0,2.0,2.0,4.0,4.0,2.0,Great place to work with great culture.,Salary structure is not upto the market standards.
System Engineer I,Pune,,Software Development Department,7 Jun 2022,2.0,1.0,2.0,2.0,4.0,2.0,1.0,Nothing,"Internal Politics, Partiality based on Location, Poor HR Policies"
Chemical Engineer,"Gurgaon/Gurugram, Haryana",,,0 Jul 2022,3.0,3.0,3.0,3.0,1.0,4.0,3.0,Culture is good,Job security is poor
Material Buyer,Pune,,,1 Mar 2022,5.0,4.0,5.0,4.0,4.0,5.0,5.0,Good work environment and culture.teammates are supportive and the management are good .,I was on contract through other company but it was a great experience to work in honeywell
Senior Financial Analyst,Pune,,Finance Department,6 Mar 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,There was nothing as specific to bother much.,nothing
Technical Support Engineer,"Faridabad, Haryana",,Technical Support Department,7 Nov 2022,2.0,1.0,1.0,1.0,1.0,1.0,1.0,There is no responce from seniors on call and mail,Everything
Senior Corporate L Trade Compliance Analyst,Pune,,Company Law Department,4 May 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Nothing,Job security and work culture I like in this organisation.
Senior Engineer,Pune,,Engineering & Manufacturing Department,8 Dec 2021,4.0,5.0,4.0,3.0,5.0,4.0,3.0,Lack of live training and Lack of good compensation.,
Head Quality Assurance,Pune,Full Time,Production & Manufacturing Department,6 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Nothing to mention,Nil
Lead Engineer,PUNE,Full Time,Software Development Department,7 May 2022,5.0,3.0,5.0,3.0,4.0,3.0,4.0,"Wide range of products, solutions.",Job Security
Project Engineer,Pune,,Construction / Manufacturing Department,5 Apr 2022,3.0,1.0,2.0,1.0,4.0,1.0,1.0,Work life balance,"Job Security, Work Culture, Process"
Sr Advanced Project Engineer,Hyderabad,,Project Management Office Department,7 Apr 2022,4.0,3.0,4.0,3.0,5.0,4.0,3.0,"Less International relocation,",Learning and Technology
TA Manager,"Bengaluru/Bangalore, Karnataka",,,5 Jul 2022,5.0,4.0,5.0,4.0,4.0,5.0,3.0,Career Growth,Flexible time for work culture.
System Engineer I,Pune,,Engineering & Manufacturing Department,0 Apr 2022,4.0,5.0,4.0,3.0,5.0,5.0,4.0,Work culture is great,Payment is less :)
Lead Engineer,Pune,,Engineering Department,2 Feb 2022,5.0,4.0,5.0,4.0,5.0,5.0,5.0,Team are supportive and cooperative,Salary is not sufficient and growth is very much limited
Resident Engineer,Haldia,,Engineering Department,1 Apr 2022,3.0,5.0,2.0,2.0,5.0,4.0,2.0,Honeywell automation is excellent mnc company.,No required for dislikes
Trade Compliance And Export Executives,Pune,,Import & Export Department,2 Mar 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,worst worst worst,worst worst
Bms Operator,Bengaluru/Bangalore,,Operations Department,7 Apr 2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Software Engineer   (working remotely),,Full Time,Software Development Department,1 Jun 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Very Good,Very very good
System Engineer,Pune,Full Time,Construction Engineering Department,9 Jun 2022,1.0,1.0,1.0,1.0,3.0,2.0,1.0,"Nothing.
Stay away from Honeywell India to lead a peaceful and happy life",Everything
Project Controller,Pune,Full Time,Advance Solutions Department,4 May 2022,5.0,4.0,5.0,4.0,4.0,5.0,4.0,I like work culture of Honeywell.Very good environment.,Good company. Very nice to work with this company
Software Engineer,Mumbai,,Software Development Department,8 Mar 2022,3.0,2.0,3.0,4.0,4.0,3.0,4.0,Job security is good thing,Work life balance is not good
System Engineer,Pune,,Software Development Department,7 Jan 2022,4.0,2.0,4.0,2.0,4.0,4.0,2.0,Culture and behaviour of employees.,MNC for a name no worry about payroll employees.
Project Manager Consultant,Pune,,Strategic Management Department,7 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Company interaction with employees nothing.they just need to complete there goals,I'm working here for more than 1.5 year and i am appreciated with this company
Field Service Engineer,Pune,,HBS Department,5 Apr 2022,1.0,1.0,3.0,1.0,1.0,1.0,1.0,Honestly i regret to tell you that about canteen.It is not good to eat,It's best one
Project Engineer,Pune,,Construction Engineering Department,8 Nov 2021,4.0,4.0,5.0,4.0,5.0,4.0,4.0,Nothing absolutely nothing,"International Exposure
Diverse opportunities"
Field Service Engineer,"Doha,",,Software Development Department,7 May 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Less Scope Mechanical Department.,
Senior Project Engineer,"Pune, Maharashtra",,Construction Engineering Department,5 Jul 2022,5.0,4.0,3.0,4.0,4.0,4.0,4.0,,
Hadoop,Banglore,Full Time,Esx4 Department,5 Apr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Work is good and there i didn't feel pressure,Nothing
L2 Technical Support Engineer,Gurgaon/Gurugram,Full Time,,3 Feb 2022,5.0,5.0,5.0,4.0,5.0,5.0,4.0,Policies and culture,Stagnant growth and less exposure to new technology.
