Factory Name;Factory Type;Product Type Type;Nike, Inc. Brand(s);Events;Supplier Group;Address;City;State;Postal Code;Country / Region;Region;Total Workers;Line Workers;% Female Workers;% Migrant Workers
Viet Hong Garment Export Co., Ltd.;FINISHED GOODS;Apparel;Nike;;SOUTH ISLAND;425B Nguyen Dinh Chieu St W 8;Ben Tre;Bn Tre;150513490;Vietnam;SE ASIA;1502;1256;68;0
Viet Khanh Company Limited;FINISHED GOODS;Apparel;Nike;Collegiate;SOUTH ISLAND;Hoa Phuc Hamlet Hoa Khanh Ward;Tien Giang;Tin Giang;860000;Vietnam;SE ASIA;1377;1156;69;0
Viet Long Giang Garment Joint Stock Company ;FINISHED GOODS;Apparel;Nike;Collegiate;SOUTH ISLAND;Highway 91 Group 9;Can Tho City;Can Tho;900000;Vietnam;SE ASIA;1455;1289;78;0
Viet Long Hung Garment Company Limited;FINISHED GOODS;Apparel;Nike;Collegiate;SOUTH ISLAND;Hung Thanh Hamlet, Long Hung Ward;Go Cong Town;Tin Giang;860000;Vietnam;SE ASIA;1876;1770;68;0
Viet Pan - Pacific Nam Dinh Co., Ltd;FINISHED GOODS;Apparel;Nike;;PAN PACIFIC;Giao Cu Trung village Dong Son commune Nam Truc district;Nam Dinh ;Nam Ðnh;7000;Vietnam;SE ASIA;1955;1819;94;0
VIET THINH GARMENT JOINT STOCK COMPANY;FINISHED GOODS;Apparel;Nike;Collegiate;SOUTH ISLAND;58 Thoai Ngoc Hau street Ward Hoa Thanh Tan Phu District;HO CHI MINH;Ho Chi Minh;84;Vietnam;SE ASIA;1559;1286;77;0
Viet Tien Garment Corporation;FINISHED GOODS;Apparel;Nike;Collegiate;SOUTH ISLAND;7 Le Minh Xuan Street Ward 7 Tan Binh District;Ho Chi Minh;Ho Chi Minh;7000;Vietnam;SE ASIA;1592;1429;75;0
VIETNAM CHINGLUH SHOES CO. Ltd.;FINISHED GOODS;Footwear;Nike;Collegiate;CHING LUH;Thuan Dao Industrial Park;Ben Luc County;Long An;700000;Vietnam;SE ASIA;17871;16435;80;0
Vietnam Chingluh Shoes Co., Ltd - Vinh Long Branch;FINISHED GOODS;Footwear;Nike;;CHING LUH;LOT G2 to G8 BINH MINH INDUSTRIAL PARK;Binh Minh;Vinh Long;85500;Vietnam;SE ASIA;1270;1147;66;0
VIETNAM CHINGLUH SHOES CO.,LTD - VINH LONG BRANCH II;FINISHED GOODS;Footwear;Nike;;CHING LUH;HOA PHU INDUSTRIAL PARK;LONG HO DISTRICT;Vinh Long;890000;Vietnam;SE ASIA;686;566;45;0
Vietnam ECI Elastic Co., Ltd;MATERIALS;Apparel;Nike;;ECI;D1 2 1 Da Deng Industrial Park;Thu Dau Mot;Bình Duong;821390;Vietnam;SE ASIA;320;285;50;0
Vietnam Golden Victory Co., Ltd.;FINISHED GOODS;Footwear;Nike;Collegiate;STELLA;DONG KY VILLAGE NGHIA MINH WARD NGHIA HUNG DISTRICT;Nam Dinh;Nam Ðnh;420000;Vietnam;SE ASIA;9019;8287;80;0
TKG TAEKWANG MOC BAI JOINT STOCK COMPANY;FINISHED GOODS;Footwear;Nike;;TAEKWANG;Hiep Thanh Commercial Area, Loi Thuan Commune, ;Tay Ninh;Tây Ninh;80000;Vietnam;SE ASIA;8948;7537;77;0
Vietnam Pou Sung Co. Ltd.;FINISHED GOODS;Footwear;Nike;;POU CHEN;Bau Xeo Industrial Zone Hill Village 61;TRANG BOM;Ðng Nai;76318;Vietnam;SE ASIA;15870;12290;82;0
Vietnam Weilina Footwear Co. Ltd;FINISHED GOODS;Footwear;Nike;;HUALI;Vuc Phac Village;Yen Dinh District;Thanh Hóa;44000;Vietnam;SE ASIA;5751;4945;67;0
VIMAL CLOTHING ENTERPRISE CC;FINISHED GOODS;Apparel;Nike;;VIMAL CLOTHING;4 Fairways Avenue Fairways Park;DURBAN;Kwazulu-Natal;4301;South Africa;EMEA;221;213;90;0
VINH LONG FOOTWEAR CO LTD;FINISHED GOODS;Footwear;Converse;;LAI YIH;HOA PHU INDUSTRIAL ZONE;VINH LONG PROVINCE;Vinh Long;890000;Vietnam;SE ASIA;9181;7437;72;0
VINH TIEN GARMENT JOINT STOCK COMPANY;FINISHED GOODS;Apparel;Nike;Collegiate;SOUTH ISLAND;1A HUNG DAO VUONG WARD 1 VINH LONG CITY VINH LONG PROVINCE;Vinh Long;Vinh Long;84-0270;Vietnam;SE ASIA;1912;1818;73;0
VIRTUE KING VIETNAM COMPANY LIMITED;FINISHED GOODS;Equipment;Nike;Collegiate;GUANG DER;No 28 DT743 Road Song Than 2 Industrial Zone;Binh Duong;Bình Duong;72000;Vietnam;SE ASIA;1608;1553;71;0
Vo Nhai 1 Garment Branch – TNG Investment and Trading JSC;FINISHED GOODS;Apparel;Nike;;VO NHAI 1 GARMENT BRANCH;Cay Bong Industrial Park La Hien Commune Vo Nhai District;Thai Nguyen;Thái Nguyên;24000;Vietnam;SE ASIA;734;705;75;0
Vung Tau Orient Co., Ltd - unit 02;FINISHED GOODS;Equipment;Nike;Collegiate;FENG TAY; Chau Duc Industrial zone Ba Ria Vung Tau Province;Chau Duc District;Bà Ra - Vung Tàu;78000;Vietnam;SE ASIA;3110;2623;73;0
Vung Tau Orient Co., Ltd;FINISHED GOODS;Equipment;Nike;Collegiate;FENG TAY;11 Road Dong Xuyen Industrial Zone Ward Rach Dua;Vung Tau;Bà Ra - Vung Tàu;78000;Vietnam;SE ASIA;1464;1413;61;0
W.S. Calcados Ltda.;FINISHED GOODS;Footwear;Converse;;W.S CALCADOS;Rua Vicente Prieto, 8121;Nova Petropolis;Rio Grande do Sul;95150-000;Brazil;AMERICAS;87;84;80;0
Walt Technology Cambodia Co Ltd;FINISHED GOODS;Equipment;Nike;;ZHEJIANG WALT;NO 212 km Highway No 4;Sihanouk ville;Krong Preah Sihano;18205;Cambodia;SE ASIA;550;530;40;3
Walt Technology Group Co., Ltd.;FINISHED GOODS;Equipment;Nike;;ZHEJIANG WALT;48 Shijing Road;Haining;Zhejiang;314400;China;N ASIA;855;394;85;1
Walt USA LLC;FINISHED GOODS;Equipment;Nike;;ZHEJIANG WALT;2929 N Main St;N Logan;Utah;84341;USA;AMERICAS;43;39;24;5
Wan Way;FINISHED GOODS;Equipment;Nike;Collegiate;WAN WAY;No 89 Sec 4;Tainan;Tainan;70966;Taiwan;N ASIA;9;6;33;0
WELLPOWER SPORTING GOODS CO LTD;FINISHED GOODS;Equipment;Nike;Collegiate;WELLPOWER;NO 112 LIAOFU ROAD;Dongguan;Guangdong;523425;China;N ASIA;680;500;74;0
WILSON (VIETNAM) LTD;FINISHED GOODS - COMPONENTS;Apparel;Nike;;WILSON GARMENT;Lot B5 1 Road D11;Trang Bang;Tây Ninh;840000;Vietnam;SE ASIA;500;450;55;6
Wonjin Korea Glotech Co., Ltd.;FINISHED GOODS - COMPONENTS;Footwear;Nike;;WONJIN TECH;Road No 7 Long Thanh IZ;Tam An Village;Ðng Nai;810000;Vietnam;SE ASIA;56;38;55;13
Worldon Vietnam Co., Ltd.;FINISHED GOODS;Apparel;Nike;Collegiate;SHENZHOU;Hoa Phu Commune Cu Chi District;Ho Chi Minh;Ho Chi Minh;70000;Vietnam;SE ASIA;6954;6006;83;0
Xiamen Expanding Industrial Co., Ltd;FINISHED GOODS;Apparel;Nike;;HADDAD;NO 21 Siming Park Tongan Industrial Concentration Zone;Xiamen;Fujian;361000;China;N ASIA;85;76;57;0
Xiamen Goge Garment Co., LTD;FINISHED GOODS;Apparel;Nike;;XIAMEN GOGE;Room 703 No 9 to 6 Tongming North Road Tongan District;Xiamen;Fujian;361113;China;N ASIA;36;28;85;0
Xiamen Hongting Garment Co., Ltd.;FINISHED GOODS;Apparel;Nike;;HADDAD;No175 Ji an Road tongan District;Xiamen;Fujian;361100;China;N ASIA;103;93;87;0
Xiamen Kaiyuan Technology Co.,Ltd;FINISHED GOODS;Apparel;Nike;;XIAMEN KAIYUAN;2nd floor No 250 Jinting North Road;Xiamen;Fujian;361023;China;N ASIA;25;19;77;0
XIANG ZHOU LEATHER CO LTD (CHINA);MATERIALS;Footwear;Nike;;XIANG ZHOU LEATHER;Chihu Industry Area Zhangzhou Fujian China;Zhangzhou, Fujian;Fujian;363209;China;N ASIA;360;290;45;0
Xinchang Shoes Co.,Ltd;FINISHED GOODS - COMPONENTS;Footwear;Nike;Collegiate;DEAN SHOES;Huafeng Industry Garden;Xinning;Guangdong;510000;China;N ASIA;4405;4029;87;0
XingNing City XinChang Shoes Co., LTD. YeTang Branch;MATERIALS;Footwear;Nike;Collegiate;DEAN SHOES;West side of Tongzhong Road Line S225;Meizhou;Guangdong;514000;China;N ASIA;771;675;70;0
Y&W Garment Co., LTD;FINISHED GOODS;Apparel;Nike;;Y W GARMENT;Ka To Factory Building Cheung Yue Street ;Phnom Penh;Phnom Penh;120501;Cambodia;SE ASIA;3750;3179;58;1
YANCHENG XINBO GARMENTS CO LTD;FINISHED GOODS;Apparel;Converse;;DECOR;NO11 CHANGJIANG RD;Yancheng;Jiangsu;224007;China;N ASIA;178;153;94;0
Yangxin Poujia Footwear Co. Ltd.;FINISHED GOODS;Footwear;Nike;;POU CHEN;No 1 Baojia Rd North Industrial Park YangXin HUBEI CHINA;Huangshi;Hubei;435200;China;N ASIA;1955;1647;96;0
Yangzhou Baoyi Shoes Manufacturing Co.,Ltd.;FINISHED GOODS;Footwear;Converse;;LAI YIH;No 168 Yuyuan Road;Yang Zhou;Jiangsu;225009;China;N ASIA;1624;1276;84;0
Yantai NE Apparel CO.,LTD;FINISHED GOODS;Apparel;Nike;Collegiate;NICE APPAREL;No 26 Haiyang Yantai Economic Development Zone;Yantai;Shandong;265100;China;N ASIA;789;639;93;0
Yegin Industry (Vietnam) Co., Ltd;FINISHED GOODS;Equipment;Nike;;YEGIN;Lot No 36A 37A;Tan Phuoc District;Tin Giang;863900;Vietnam;SE ASIA;658;579;75;0
YICHANE CO.LTD;FINISHED GOODS;Equipment;Nike;;YICHANE;NO.34, LANE 172, CHENGSI ST;Tainan;Tainan;709;Taiwan;N ASIA;27;14;11;0
Yichun Yisen Industry Co., Ltd;FINISHED GOODS - COMPONENTS;Footwear;Nike;;POU CHEN;Economic and Technological Development Zone;Yichun city;Jiangxi;336000;China;N ASIA;3295;2823;98;0
YKK (THAILAND) CO LTD;MATERIALS;Apparel;Nike;;YKK;689 Sukhumvit Rd KM 35;Samutprakarn;Samut Prakan;10280;Thailand;SE ASIA;2;1;1;100
YKK Taiwan Chung Li 2nd Factory;MATERIALS;Apparel;Nike;;YKK;No 12 CHI LIN NORTH ROAD CHUNG LI;Taoyuan;Taoyuan;32062;Taiwan;N ASIA;2;1;1;0
YKK Taiwan Chung Li 3rd Factory;MATERIALS;Apparel;Nike;;YKK;No 28 Heding Rd;Taoyuan;Taoyuan;32061;Taiwan;N ASIA;2;1;1;0
YKK VIETNAM CO LTD;MATERIALS;Apparel;Nike;;YKK;Lot 104 106 108 Amata Road;Bien Hoa City;Ðng Nai;18000;Vietnam;SE ASIA;2;1;1;100
YongZhou Kaixiang Shoetown Footwear Co., Ltd. NOT A FINISHED GOODS FACILITY;FINISHED GOODS - COMPONENTS;Footwear;Nike;Collegiate;SHOETOWN;#421, Dongxin Road, BaiyashiTown;Yongzhou;Hunan;425900;China;N ASIA;1067;980;92;0
YongZhou Kaixin Shoetown Footwear Co., Ltd.;FINISHED GOODS;Footwear;Nike;Collegiate;SHOETOWN;Intersection of Zhenxing Rd;Yong Zhou;Hunan;425300;China;N ASIA;603;541;90;0
You Young;FINISHED GOODS - COMPONENTS;Footwear;Nike;;YOU YOUNG;14 Sinsan ro;Busan;Busan Gwangyeogsi;49432;South Korea;N ASIA;174;72;24;0
YOU YOUNG (VIETNAM);MATERIALS;Footwear;Nike;;YOU YOUNG;Lot L VIET HUNG 2 INDUSTRIAL PARK;Ben Cat, Binh Duong;Bình Duong;820000;Vietnam;SE ASIA;285;230;15;0
YOUNGIL (INDONESIA);MATERIALS;Footwear;Nike;;YOUNGIL LEATHER;GRAHA BALARAJA INDUSTRIAL ESTATE E3 E5;Tangerang Banten;Banten;15610;Indonesia;S ASIA;299;219;9;0
YOUNGIL (VIETNAM);MATERIALS;Footwear;Nike;;YOUNGIL LEATHER;LOT A6 1 4 THANH THANH CONG IP AN HOA WARD;TRANG BANG;Tây Ninh;843300;Vietnam;SE ASIA;1137;1010;36;0
YRC TEXTILE;MATERIALS;Apparel;Nike;;YRC TEXTILE;134 Moo 6 Sathakit 1 St Road;Kratoomband;Samut Sakhon;74130;Thailand;SE ASIA;2533;1410;56;26
YSA  MOL;FINISHED GOODS;Apparel;Nike;;YESIM;STR CEBANOV  3a;TARAKLIA;Gagauzia-- Unitate;7402;Moldova;EMEA;425;324;95;0
Yuan Ling Knitting Industrial CO., LTD.;MATERIALS;Footwear;Nike;;YUAN LING;202 ChangLu Road;Changhua City;Changhua;50083;Taiwan;N ASIA;213;96;21;61
Yumei Shantou Garments Co., Ltd;FINISHED GOODS;Apparel;Nike;;EAGLE NICE;No 48 Heng Shan Rd;Shantou;Guangdong;515000;China;N ASIA;2458;1987;80;0
Zao Zhuang RuiXing Shoes Co., Ltd;FINISHED GOODS;Footwear;Nike;;CHANGSHIN;No3 FuXing East Road Economic Development Zone;Zaozhuang City;Shandong;277300;China;N ASIA;1216;1118;99;0
Zhangjiagang New HuaYuan Accessones Co., Ltd;FINISHED GOODS;Apparel;Nike;Collegiate;HUAYUAN ACCESSORIES;No 1 Henan Road Tangshi Office Yangshe Town;Zhangjiagang;Jiangsu;215600;China;N ASIA;97;86;83;0
ZHANGJIAJIE EXCELLENCE SPORT PRODUCTS CO., LTD.;FINISHED GOODS;Equipment;Nike;Collegiate;ALPUS;Building NO1 2 3 Qilonggang Industrial Zone;Zhangjiajie;Hunan;427200;China;N ASIA;253;203;78;0
Zhangpu Hengxin Bags Co., Ltd;FINISHED GOODS;Apparel;Nike;;ZHANGPU HENGXIN;NO 87 Changfa Road Changqiao Town Zhangpu;Zhangzhou;Fujian;363200;China;N ASIA;191;172;96;0
ZheJiang Clis Fashion Co., Ltd.;FINISHED GOODS;Apparel;Nike;;ZHEJIANG XIANCHEN IMPORT AND EXPORT;No 10 Bldg No 39 Xiangyuan Road;Hangzhou;Zhejiang;310012;China;N ASIA;41;26;0;0
Zhejiang Guangtai Delta Socks Co. Ltd.;FINISHED GOODS;Equipment;Nike;Collegiate;DELTA;36 Kaixiang Avenue;Datang Street Zhuji;Zhejiang;311812;China;N ASIA;205;13;65;0
Zhejiang Mizuda Textile Printing & Dyeing Co., Ltd;MATERIALS;Apparel;Converse;;MIZUDA HOLDINGS;Number 288 Tainziewei Road;HUZHOU CITY;Zhejiang;313000;China;N ASIA;400;250;40;1
Zhijie Footwear Technical Service (Zhongshan) CO.,Ltd;FINISHED GOODS;Footwear;Converse;;HUALI;1 F 2 and 2 5 F of Building B and 1 F of Building D;Zhongshan;Guangdong;528451;China;N ASIA;531;211;76;0
ZHIXIANG KNITTING CLOTHING FACTORY;FINISHED GOODS;Apparel;Nike;;ZHIXIANG KNITTING FACTORY;NO 9 TONGGUANG ROAD;YAN CHENG;Jiangsu;224373;China;N ASIA;297;274;86;0
Zhuji Hengan Socks Co Ltd;FINISHED GOODS;Apparel;Nike;;HENGTAI;No 8 Tianyuan West Road Datang Street;zhuji;Zhejiang;311800;China;N ASIA;88;65;50;0
Zhuji Hengtai Knitting & Textile Co., Ltd.;FINISHED GOODS;Equipment;Nike;;DELTA;No 10 Tianyuan West Road;Zhuji;Zhejiang;311812;China;N ASIA;141;111;59;0
QINGDAO MAITE FITNESS EQUIPMENT CO.,LTD;FINISHED GOODS;Equipment;Nike;;QINGDAO MAITE;500m North of Yangshankuang Village;Qingdao;Shandong;266205;China;N ASIA;16;8;13;0
Qingdao Qien Sporting Goods Co.,Ltd;FINISHED GOODS;Equipment;Nike;;QINGDAO QIEN;Number 8 Yanghui Road;Qingdao;Shandong;266232;China;N ASIA;37;24;19;0
PT. GREENTEX INDONESIA UTAMA II;FINISHED GOODS;Apparel;Nike;;PT.GREENTEX;Jalan Raya Banjaran KM 16 Koma 5 Desa Batu Karut;Kab. Bandung;Jawa Barat;40379;Indonesia;S ASIA;1788;1653;77;0
UN-AVAILABLE CO. LTD.;FINISHED GOODS;Apparel;Nike;;UN AVAILABLE;Part of Lot 1 bar 3 Street No 7;Ho Chi Minh City;Ho Chi Minh;71914;Vietnam;SE ASIA;573;453;63;1
TOPSHOES IND CALCADOS SA;FINISHED GOODS;Footwear;Converse;;COOPERSHOES;RODOVIA CE 377 SN;QUIXERE;Ceará;62920000;Brazil;AMERICAS;973;810;54;0
Qingdao Licheng Health Technology Co., Ltd.;FINISHED GOODS;Equipment;Nike;;QINGDAO LICHENG;No 257 Chengma Road;Qingdao;Shandong;266101;China;N ASIA;37;26;19;0
WUXI BROTHERS PACKAGING CO., LTD ;FINISHED GOODS;Equipment;Nike;;WUXI BROTHERS PACKAGING CO., LTD;No 88;Wuxi;Jiangsu;214199;China;N ASIA;21;14;57;0
FASHION GARMENTS 2 CO., LTD. - TAN PHU BRANCH;FINISHED GOODS;Apparel;Nike;;FASHION GARMENTS;Street 3 Tan Phu Industrial Zone Tan Phu District;Tan Phu;Ðng Nai;76800;Vietnam;SE ASIA;3137;2751;80;0
Fujian Zhuojian Garment Technology Co., Ltd;FINISHED GOODS;Apparel;Nike;;FUJIAN ZHUOJIAN;Floor5 No4JinlongRoad;Quanzhou;Fujian;362712;China;N ASIA;44;40;50;0
Wenzhou Outlook Eyewear Co., Ltd;FINISHED GOODS;Equipment;Nike;;WENZHOU OUTLOOK;Number 12  Shengye Rd  Lucheng District;Wenzhou;Zhejiang;325019;China;N ASIA;29;19;50;0
Guangzhou Jin Hong Yuan Leather;FINISHED GOODS;Apparel;Nike;;GUANGZHOU JIN HONG YUAN LEATHER;16 SANHE STREET JINGKOU ROAD SHILING TOWN HUADU DISTRICT;guangzhou;Guangdong;510000;China;N ASIA;11;11;72;0
JINGNING XUANCHEN TECHNOLOGY CO., LTD.;FINISHED GOODS;Apparel;Nike;;JINGNING XUANCHEN TECHNOLOGY;99 Tuanjie East Road Hongxin Street Jingning County;Lishui;Zhejiang;323500;China;N ASIA;68;59;85;0
Tiong Liong Vietnam (ZHONGJU INDUSTRIAL COMPANY);MATERIALS;Footwear;Nike;;NAM LIONG;VIETNAM ZHONGJU INDUSTRIAL COMPANY LIMITED;Bau Bang District;Bình Duong;75700;Vietnam;SE ASIA;185;77;17,2972972972973;36
Sung Shin Chemical;FINISHED GOODS;Equipment;Nike;;JR286;28 Gunpocheomdansaneop 1 ro;Gunpo-si;Gyeonggido;15881;South Korea;N ASIA;16;14;86;21
DONGGUAN JINGSHENG GARMENTS CO.,LTD;FINISHED GOODS;Apparel;Nike;;CRYSTAL;Building 3 No 6 Wanfeng Road;Dongguan ;Guangdong;523570;China;N ASIA;266;262;59;0
Maxpro Sports Manufacturing Inc.;FINISHED GOODS;Equipment;Nike;;MAXPRO;Phil Bright Corp Lot 1 Block 8;Bataan;Bataan;2111;Philippines;N ASIA;295;261;44;0
Fashion Garments Company Limited;FINISHED GOODS;Apparel;Nike;;FASHION GARMENTS;Tam Thang Industrial Zone;TAMKY;Qung Nam;51100;Vietnam;SE ASIA;2185;1907;80;0
Young Clothing (Cambodia) Co., Ltd;FINISHED GOODS;Apparel;Nike;;YOUNG CLOTHING;Romlech Village Rolaing Krerl Commune;Phnom Penh;Kampong Spueu;50106;Cambodia;SE ASIA;467;439;87;0
FOREVER FUG GARMENT CO., LTD.;FINISHED GOODS;Apparel;Nike;;FOREVER FUG;Lot BRoad127TbongAngVillage;Cambodia;Kampong Spueu;50306;Cambodia;SE ASIA;830;783;90;2
TNG INVESTMENT AND TRADING JSC - DONG HY GARMENT;FINISHED GOODS;Apparel;Nike;;TNG;Ngoi Cheo Hamlet Nam Hoa Commune Dong Hy District;N/A;Thái Nguyên;24000;Vietnam;SE ASIA;1005;940;75;0
Vertical Knits S.A. de C.V. (MDC - Campeche);FINISHED GOODS;Apparel;Nike;;VERTICAL KNITS S.A;Avenida Baja Velocidad No 108;Colonial Campeche;Campeche;24087;Mexico;AMERICAS;145;120;79;0
Tremon Sporting Goods Enterprise Co.,Ltd;FINISHED GOODS;Equipment;Nike;;TREMON;Road No 5 Trang Bang Industrial Park;Tay Ninh;Tây Ninh;80000;Vietnam;SE ASIA;1775;1474;48;1
BUSINESS LOCATION IN VUNG LIEM - TY XUAN COMPANY LIMITED;FINISHED GOODS;Footwear;Converse;;LAI YIH;TO 7 AP AN DIEN;VUNG LIEM DISTRICT;Vinh Long;85715;Vietnam;SE ASIA;1879;1742;78;0
Cixi SunRise Sporting Goods Co.,Ltd;FINISHED GOODS;Equipment;Nike;;CIXI SUNRISE SPORTING GOODS;Bldg3 and Bldg6;cixi;Zhejiang;315300;China;N ASIA;30;23;25;0
Zentrix Huamantla;FINISHED GOODS;Apparel;Nike;;ZENTRIX;Calle Virgen de la Caridad 1;Huamantla;Tlaxcala;90500;Mexico;AMERICAS;1331;1076;67;0
JIANGSU NINGSHENG GARMENT CO.,LTD   ;FINISHED GOODS;Apparel;Nike;;JIANGSU NINGSHENG GARMENT;No87 Renmin South Road Zhutang Town;WUXI;Jiangsu;214415;China;N ASIA;100;98;79;0
